sequence_id,5fold_seed1,5fold_seed2,5fold_seed3,5fold_seed4,5fold_seed5,5fold_seed6,5fold_seed7,5fold_seed8,5fold_seed9,5fold_seed10,5fold_seed2025
SEQ_052769,0,0,0,0,4,0,0,0,0,4,0
SEQ_052774,2,0,2,2,3,2,3,4,4,3,4
SEQ_052781,2,4,4,3,4,4,4,4,4,4,0
SEQ_052787,3,0,0,4,0,1,0,0,0,0,1
SEQ_052798,3,4,4,4,3,3,2,2,3,4,0
SEQ_052807,4,2,1,4,0,4,4,1,1,0,1
SEQ_052809,3,1,1,0,0,1,0,0,1,0,1
SEQ_052829,2,4,3,2,2,2,2,1,3,3,4
SEQ_052845,0,1,0,0,0,1,0,0,0,0,0
SEQ_052847,4,1,1,0,1,2,1,1,1,1,2
SEQ_052865,4,0,0,3,2,4,3,3,4,3,0
SEQ_052873,4,1,1,4,4,0,0,0,0,4,2
SEQ_052875,3,4,3,3,3,4,3,3,3,4,3
SEQ_052879,0,1,4,4,4,0,4,4,3,0,3
SEQ_052886,2,3,4,1,2,2,1,1,2,3,4
SEQ_052889,2,3,3,0,1,0,4,2,2,1,2
SEQ_052892,0,2,2,0,0,1,1,1,1,0,1
SEQ_052900,3,1,1,0,0,1,0,0,1,0,1
SEQ_052919,0,0,0,0,4,0,4,4,0,4,0
SEQ_052925,2,3,3,2,2,2,2,1,2,3,4
SEQ_052929,1,4,3,2,3,4,3,3,4,3,4
SEQ_052932,2,3,3,0,1,0,4,2,2,1,2
SEQ_052934,3,4,3,2,3,3,2,2,3,4,4
SEQ_052939,1,1,1,1,0,1,0,0,1,0,1
SEQ_052940,4,0,0,0,4,0,4,4,0,4,0
SEQ_052943,2,2,2,2,1,2,1,1,2,1,2
SEQ_052944,3,0,0,4,0,4,4,0,0,4,1
SEQ_052946,1,4,3,1,2,1,1,4,3,2,3
SEQ_052948,3,4,3,3,3,4,3,3,3,4,3
SEQ_052949,3,0,0,4,0,4,4,0,0,4,1
SEQ_052954,0,3,1,0,0,0,0,0,1,1,2
SEQ_052964,3,0,0,3,3,4,4,4,4,3,4
SEQ_052966,3,4,4,3,3,3,3,2,4,4,0
SEQ_052967,2,0,4,2,3,2,2,2,4,3,4
SEQ_052974,4,2,0,0,0,1,0,0,0,1,0
SEQ_052976,3,3,3,3,2,3,2,2,3,2,3
SEQ_052982,0,2,2,1,2,1,1,1,2,1,3
SEQ_052989,3,1,0,3,4,3,4,0,0,4,0
SEQ_052991,3,0,0,4,4,4,4,4,0,3,4
SEQ_053001,1,4,3,1,2,1,1,4,3,2,3
SEQ_053002,4,2,2,2,1,2,1,1,2,1,2
SEQ_053017,4,0,0,3,4,4,3,3,4,0,1
SEQ_053021,3,0,0,4,0,1,0,0,0,0,1
SEQ_053023,4,4,4,4,3,4,4,4,4,3,4
SEQ_053032,3,1,3,3,4,3,3,3,0,4,0
SEQ_053042,1,3,3,1,1,3,2,2,2,1,2
SEQ_053059,2,4,4,3,4,4,4,4,4,4,0
SEQ_053065,2,4,4,3,3,3,3,3,4,2,0
SEQ_053086,2,3,3,0,1,0,4,2,2,1,2
SEQ_053099,4,0,0,4,4,4,4,3,4,0,1
SEQ_053106,4,0,0,4,4,4,4,3,4,0,1
SEQ_053114,4,0,0,3,4,4,3,3,4,0,1
SEQ_053120,2,0,0,0,4,0,4,4,0,4,0
SEQ_053124,4,1,1,0,1,2,1,1,1,1,2
SEQ_053127,1,1,1,1,0,1,0,0,1,0,1
SEQ_053139,2,4,4,3,4,3,3,4,4,3,0
SEQ_053141,1,3,3,2,3,2,2,3,3,2,4
SEQ_053143,4,2,0,0,0,1,0,0,0,1,0
SEQ_053166,3,0,0,4,0,4,4,0,0,4,1
SEQ_053181,2,4,4,3,3,3,3,3,4,2,0
SEQ_053190,4,1,1,0,1,0,0,1,1,1,2
SEQ_053191,2,3,2,2,2,3,2,2,2,3,2
SEQ_053194,0,1,1,1,0,1,0,0,1,0,1
SEQ_053206,3,0,0,3,3,4,4,4,4,3,4
SEQ_053219,0,0,0,0,4,0,0,0,0,4,0
SEQ_053232,2,2,2,2,1,2,1,1,2,1,2
SEQ_053241,1,1,1,1,1,1,1,1,1,1,1
SEQ_053246,3,3,3,3,0,3,3,3,3,4,3
SEQ_053248,4,0,0,3,4,4,3,3,4,0,1
SEQ_053252,3,3,3,3,2,3,2,2,3,2,3
SEQ_053258,2,4,4,2,2,2,3,3,3,2,3
SEQ_053260,2,3,4,1,2,2,1,1,2,3,4
SEQ_053262,0,2,2,0,0,1,1,1,1,0,1
SEQ_053278,2,4,3,2,2,2,2,1,3,3,4
SEQ_053319,4,4,4,4,3,4,4,4,4,3,4
SEQ_053320,4,2,4,1,1,2,1,1,2,1,2
SEQ_053324,4,1,1,3,4,3,0,0,0,4,0
SEQ_053328,3,3,3,3,0,3,3,3,3,4,3
SEQ_053334,4,1,1,0,1,0,0,1,1,1,2
SEQ_053335,3,4,3,3,3,4,3,3,3,4,3
SEQ_053354,2,2,2,2,1,2,2,1,2,1,2
SEQ_053356,2,3,4,1,2,2,1,1,2,3,4
SEQ_053369,4,0,0,4,4,4,4,3,4,0,1
SEQ_053380,0,0,0,0,4,0,4,4,0,4,0
SEQ_053385,3,3,3,3,0,3,3,3,3,4,3
SEQ_053398,3,4,4,4,3,4,3,3,4,3,4
SEQ_053405,0,2,2,1,2,1,1,2,2,2,3
SEQ_053410,3,4,4,3,3,3,3,2,4,4,0
SEQ_053411,0,0,0,0,4,0,4,4,0,4,0
SEQ_053431,2,4,4,3,4,4,4,4,4,4,0
SEQ_053434,4,2,2,2,1,2,1,1,2,1,2
SEQ_053447,1,4,3,2,3,4,3,3,4,3,4
SEQ_053448,4,0,4,4,4,0,4,4,4,4,4
SEQ_053459,1,1,1,1,0,1,0,0,1,0,1
SEQ_053463,3,0,0,4,0,4,4,0,0,4,1
SEQ_053476,4,0,4,4,4,0,4,4,4,4,4
SEQ_053485,3,1,0,3,4,3,4,0,0,4,0
SEQ_053493,0,2,2,1,2,1,1,1,2,1,3
SEQ_053500,4,1,1,4,4,0,0,0,0,4,2
SEQ_053501,3,4,4,4,3,4,3,3,4,3,4
SEQ_053506,0,2,2,0,0,1,1,1,1,0,1
SEQ_053511,0,2,2,0,0,1,1,1,1,0,1
SEQ_053514,4,2,0,0,0,1,0,0,0,1,0
SEQ_053515,4,2,0,4,4,4,4,4,4,0,1
SEQ_053516,0,1,1,0,0,0,0,4,0,1,2
SEQ_053524,0,1,1,1,0,1,0,0,1,0,1
SEQ_053532,2,4,4,2,2,2,3,3,3,2,3
SEQ_053554,1,4,3,1,2,1,1,4,3,2,3
SEQ_053562,0,0,0,0,4,0,0,0,0,4,0
SEQ_053569,1,4,4,1,2,1,2,3,3,2,3
SEQ_053589,4,1,1,0,1,0,0,0,1,0,2
SEQ_053595,3,0,0,4,0,4,4,0,0,4,1
SEQ_053599,2,3,4,1,2,2,1,1,2,3,4
SEQ_053605,4,2,0,4,4,4,4,4,4,0,1
SEQ_053606,4,1,1,0,1,0,0,1,1,1,2
SEQ_053614,3,4,3,2,3,3,2,2,3,4,4
SEQ_053616,2,4,4,3,3,3,3,3,4,2,0
SEQ_053628,2,2,2,2,1,2,1,1,2,1,2
SEQ_053642,3,4,4,4,3,3,2,2,3,4,0
SEQ_053650,1,4,3,2,3,4,3,3,4,3,4
SEQ_053656,1,1,1,1,1,1,1,1,1,1,1
SEQ_053657,1,3,1,1,1,0,1,1,1,1,1
SEQ_053658,2,0,0,0,4,0,4,4,0,4,0
SEQ_053674,3,1,0,3,4,3,4,0,0,4,0
SEQ_053677,0,0,0,0,4,0,4,4,0,4,0
SEQ_053696,2,2,2,2,1,2,1,1,2,1,2
SEQ_053698,4,1,1,0,1,0,0,0,1,0,2
SEQ_053700,3,4,3,3,3,4,3,3,3,4,3
SEQ_053705,0,2,2,0,0,1,1,1,1,0,1
SEQ_053710,0,1,1,4,0,0,4,4,0,1,2
SEQ_053723,0,1,4,4,4,0,4,4,3,0,3
SEQ_053735,2,0,4,3,4,0,4,4,2,4,0
SEQ_053746,2,0,2,2,3,2,3,4,4,3,4
SEQ_053753,2,3,3,2,2,2,2,1,2,3,4
SEQ_053756,2,2,2,2,1,2,2,1,2,1,2
SEQ_053764,2,2,2,2,1,2,2,1,2,1,2
SEQ_053765,4,1,1,0,1,0,0,0,1,0,2
SEQ_053792,3,0,0,4,4,4,4,4,0,3,4
SEQ_053798,2,4,4,2,2,2,3,3,3,2,3
SEQ_053801,1,2,2,1,1,1,1,0,1,2,3
SEQ_053807,0,3,1,0,0,0,0,0,1,1,2
SEQ_053809,2,0,4,2,3,2,2,2,4,3,4
SEQ_053810,0,1,1,1,0,1,0,0,1,0,1
SEQ_053824,3,0,0,4,0,4,4,0,0,4,1
SEQ_053840,4,0,0,3,4,4,3,3,4,0,1
SEQ_053850,3,0,0,4,0,4,4,0,0,4,1
SEQ_053865,0,1,1,4,0,0,4,4,0,1,2
SEQ_053872,3,4,4,3,3,3,3,2,4,4,0
SEQ_053873,2,4,4,2,2,2,3,3,3,2,3
SEQ_053884,3,3,3,3,2,3,3,2,3,2,3
SEQ_053888,4,2,2,2,1,2,1,1,2,1,2
SEQ_053897,4,1,1,0,1,0,0,1,1,1,2
SEQ_053899,3,0,0,4,4,4,4,4,0,3,4
SEQ_053918,4,4,4,4,3,4,3,3,4,3,4
SEQ_053924,3,0,0,4,4,4,4,4,0,3,4
SEQ_053925,0,1,1,4,0,0,4,4,0,1,2
SEQ_053928,3,0,0,4,0,4,0,0,0,0,1
SEQ_053938,1,2,2,0,1,1,0,0,1,2,3
SEQ_053941,3,4,3,2,3,3,2,2,3,4,4
SEQ_053945,1,2,2,0,1,1,0,0,1,2,3
SEQ_053948,2,4,4,3,3,3,3,3,4,2,0
SEQ_053961,0,1,0,0,0,1,0,0,0,0,0
SEQ_053977,0,1,1,1,0,1,0,0,1,0,1
SEQ_053988,2,0,2,2,3,2,3,4,4,3,4
SEQ_054009,4,1,1,3,4,3,0,0,0,4,0
SEQ_054010,4,0,0,0,4,0,4,4,0,4,0
SEQ_054019,1,2,2,0,1,1,0,0,1,2,3
SEQ_054021,4,2,4,1,1,2,1,1,2,1,2
SEQ_054045,4,0,0,4,4,4,4,3,4,0,1
SEQ_054055,2,0,4,3,4,0,4,4,2,4,0
SEQ_054060,0,1,1,1,0,1,0,0,1,0,1
SEQ_054067,1,2,1,1,1,2,1,1,1,2,1
SEQ_054071,0,2,2,1,2,1,1,1,2,1,3
SEQ_054072,1,3,3,2,3,2,2,2,3,0,4
SEQ_054084,0,2,2,1,2,1,1,1,2,1,3
SEQ_054092,4,2,2,2,1,2,1,1,2,1,2
SEQ_054098,2,4,4,2,2,2,3,3,3,2,3
SEQ_054103,2,2,2,2,1,2,1,1,2,1,2
SEQ_054115,0,3,2,0,1,0,0,4,2,1,2
SEQ_054117,2,4,3,2,2,2,2,1,3,3,4
SEQ_054135,0,2,2,1,2,1,1,1,2,1,3
SEQ_054143,2,4,4,2,2,2,3,3,3,2,3
SEQ_054146,2,0,4,3,4,0,4,4,2,4,0
SEQ_054147,3,0,0,3,3,4,4,4,4,3,4
SEQ_054155,2,2,2,2,1,2,1,1,2,1,2
SEQ_054168,1,1,1,1,1,1,1,1,1,1,1
SEQ_054171,0,3,2,0,1,0,0,4,2,1,2
SEQ_054182,4,0,0,3,2,4,3,3,4,3,0
SEQ_054183,2,2,2,2,1,2,1,1,2,1,2
SEQ_054186,0,1,1,1,0,1,0,0,1,0,1
SEQ_054188,2,4,3,2,2,2,2,1,3,3,4
SEQ_054194,0,3,2,0,1,0,0,4,2,1,2
SEQ_054197,3,4,3,3,3,4,3,3,3,4,3
SEQ_054202,4,2,4,1,1,2,1,1,2,1,2
SEQ_054203,2,3,3,2,2,2,2,1,2,3,4
SEQ_054211,0,0,0,0,4,0,4,4,0,4,0
SEQ_054216,4,1,1,0,1,0,0,1,1,1,2
SEQ_054218,2,4,4,3,3,3,3,3,4,2,0
SEQ_054224,4,1,1,3,4,3,0,0,0,4,0
SEQ_054231,0,2,2,1,2,1,1,2,2,2,3
SEQ_054233,1,4,4,1,2,1,2,3,3,2,3
SEQ_054242,1,1,1,1,1,1,1,1,1,1,1
SEQ_054257,1,2,2,0,1,1,0,0,1,2,3
SEQ_054258,3,0,0,4,0,4,0,0,0,0,1
SEQ_054261,3,3,3,3,2,3,3,2,3,2,3
SEQ_054263,0,1,0,0,0,1,0,0,0,0,0
SEQ_054269,4,1,1,0,1,0,0,1,1,1,2
SEQ_054295,2,0,4,2,3,2,2,2,4,3,4
SEQ_054299,1,2,1,1,1,2,1,1,1,2,1
SEQ_054301,3,0,0,4,0,4,0,0,0,0,1
SEQ_054312,3,0,0,4,4,4,4,4,0,3,4
SEQ_054328,1,4,4,1,2,1,2,3,3,2,3
SEQ_054338,2,2,2,2,1,2,2,1,2,1,2
SEQ_054341,1,4,4,1,2,1,2,3,3,2,3
SEQ_054355,0,0,0,0,4,0,0,0,0,4,0
SEQ_054356,3,1,3,3,4,3,3,3,0,4,0
SEQ_054362,1,4,2,1,1,1,1,2,2,2,3
SEQ_054371,0,2,2,1,2,1,1,2,2,2,3
SEQ_054387,1,1,1,1,0,1,1,3,1,0,1
SEQ_054389,1,2,2,0,1,1,0,0,1,2,3
SEQ_054404,1,4,4,4,3,4,3,3,4,3,4
SEQ_054410,2,0,0,0,4,0,4,4,0,4,0
SEQ_054419,1,1,1,1,0,1,0,0,1,0,1
SEQ_054432,4,1,1,3,4,3,0,0,0,4,0
SEQ_054440,1,3,3,2,3,2,2,2,3,0,4
SEQ_054464,2,4,4,3,3,3,3,3,4,2,0
SEQ_054471,0,2,2,1,2,1,1,1,2,1,3
SEQ_054474,4,2,4,1,1,2,1,1,2,1,2
SEQ_054479,0,3,3,3,2,3,2,2,3,2,3
SEQ_054491,3,0,0,4,4,4,4,4,0,3,4
SEQ_054503,3,3,3,3,2,3,2,2,3,2,3
SEQ_054509,3,0,0,4,0,4,4,0,0,4,1
SEQ_054510,2,4,4,2,2,2,3,3,3,2,3
SEQ_054557,4,1,1,0,1,0,0,1,1,1,2
SEQ_054559,4,1,1,0,1,0,0,1,1,1,2
SEQ_054571,0,3,1,0,0,0,0,0,1,1,2
SEQ_054573,1,3,3,2,3,2,3,3,3,3,4
SEQ_054574,0,3,2,0,1,0,0,4,2,1,2
SEQ_054582,2,4,4,3,3,3,3,3,4,2,0
SEQ_054583,1,2,1,1,1,2,1,1,1,2,1
SEQ_054592,0,2,2,1,2,1,1,2,2,2,3
SEQ_054619,1,4,3,1,2,1,1,4,3,2,3
SEQ_054625,4,2,4,1,1,2,1,1,2,1,2
SEQ_054645,3,4,4,4,3,3,2,2,3,4,0
SEQ_054657,0,3,1,0,0,0,0,0,1,1,2
SEQ_054671,0,3,2,0,1,0,0,4,2,1,2
SEQ_054674,2,0,0,0,4,0,4,4,0,4,0
SEQ_054683,4,2,2,2,1,2,1,1,2,1,2
SEQ_054687,3,3,3,3,0,3,3,3,3,4,3
SEQ_054692,1,3,3,2,3,2,2,2,3,0,4
SEQ_054718,1,4,3,2,3,4,3,3,4,3,4
SEQ_054731,2,4,3,2,2,2,2,1,3,3,4
SEQ_054747,3,4,4,4,3,4,3,3,4,3,4
SEQ_054749,1,1,1,1,0,1,1,3,1,0,1
SEQ_054756,0,2,2,0,0,1,1,1,1,0,1
SEQ_054758,0,3,2,2,2,3,2,2,3,2,3
SEQ_054776,1,2,2,0,1,1,0,0,1,2,3
SEQ_054778,4,0,0,3,2,4,3,3,4,3,0
SEQ_054783,1,3,1,1,1,0,1,1,1,1,1
SEQ_054794,3,0,0,4,0,4,4,0,0,4,1
SEQ_054796,3,1,0,3,4,3,4,0,0,4,0
SEQ_054801,0,3,3,3,2,3,2,2,3,2,3
SEQ_054804,4,0,0,4,4,4,4,3,4,0,1
SEQ_054845,0,2,2,4,0,4,1,1,1,0,1
SEQ_054848,1,4,4,4,3,4,3,3,4,3,4
SEQ_054850,1,4,3,2,3,4,3,3,4,3,4
SEQ_054853,4,0,0,3,2,4,3,3,4,3,0
SEQ_054856,0,1,1,4,0,0,4,4,0,1,2
SEQ_054857,2,2,2,2,1,2,1,1,2,1,2
SEQ_054859,3,0,0,4,4,4,4,4,0,3,4
SEQ_054861,0,2,2,1,2,1,1,2,2,2,3
SEQ_054862,4,0,0,0,4,0,4,4,0,4,0
SEQ_054866,0,3,3,3,2,3,2,2,3,2,3
SEQ_054878,1,3,3,2,3,2,2,3,3,2,4
SEQ_054884,2,3,3,0,1,0,4,2,2,1,2
SEQ_054900,4,2,1,4,0,4,4,1,1,0,1
SEQ_054917,1,4,2,1,1,1,1,2,2,2,3
SEQ_054924,0,2,2,1,2,1,1,2,2,2,3
SEQ_054930,3,3,3,3,0,3,3,3,3,4,3
SEQ_054936,0,1,0,0,0,1,0,0,0,0,0
SEQ_054937,0,2,2,0,0,1,1,1,1,0,1
SEQ_054939,4,2,4,1,1,2,1,1,2,1,2
SEQ_054942,1,4,4,4,3,4,3,3,4,3,4
SEQ_054951,1,4,2,1,1,1,1,2,2,2,3
SEQ_054971,4,1,1,3,4,3,0,0,0,4,0
SEQ_054973,3,4,4,4,3,3,2,2,3,4,0
SEQ_054980,4,2,1,4,0,4,4,1,1,0,1
SEQ_054982,3,0,0,4,0,4,4,0,0,4,1
SEQ_054992,4,2,0,4,4,4,4,4,4,0,1
SEQ_054997,1,3,3,2,3,2,2,3,3,2,4
SEQ_055016,2,3,3,0,1,0,4,2,2,1,2
SEQ_055021,1,4,4,1,2,1,2,3,3,2,3
SEQ_055039,2,4,4,3,3,3,3,3,4,2,0
SEQ_055045,3,3,3,3,0,3,3,3,3,4,3
SEQ_055065,3,0,0,3,3,4,4,4,4,3,4
SEQ_055070,3,3,3,3,0,3,3,3,3,4,3
SEQ_055071,1,3,3,1,1,3,2,2,2,1,2
SEQ_055077,1,3,3,2,3,2,3,3,3,3,4
SEQ_055078,1,3,1,1,1,0,1,1,1,1,1
SEQ_055088,3,3,3,3,0,3,3,3,3,4,3
SEQ_055094,1,1,1,1,1,1,1,1,1,1,1
SEQ_055111,4,0,0,3,4,4,3,3,4,0,1
SEQ_055120,2,0,0,0,4,0,4,4,0,4,0
SEQ_055140,1,2,2,0,1,1,0,0,1,2,3
SEQ_055148,3,3,3,3,2,3,2,2,3,2,3
SEQ_055150,0,2,2,1,2,1,1,2,2,2,3
SEQ_055155,0,1,1,0,0,0,0,4,0,1,2
SEQ_055161,1,3,3,2,3,2,3,3,3,3,4
SEQ_055163,4,0,0,3,2,4,3,3,4,3,0
SEQ_055164,3,4,4,4,3,4,3,3,4,3,4
SEQ_055181,0,2,2,4,0,4,1,1,1,0,1
SEQ_055182,4,0,0,0,4,0,4,4,0,4,0
SEQ_055187,4,2,2,2,1,2,1,1,2,1,2
SEQ_055204,0,1,1,0,0,0,0,4,0,1,2
SEQ_055210,1,1,1,1,1,1,1,1,1,1,1
SEQ_055223,3,0,0,4,0,4,4,0,0,4,1
SEQ_055228,4,0,0,0,4,0,4,4,0,4,0
SEQ_055233,3,4,3,2,3,3,2,2,3,4,4
SEQ_055240,0,1,0,0,0,1,0,0,0,0,0
SEQ_055247,1,3,3,2,3,2,3,3,3,3,4
SEQ_055248,4,2,0,4,4,4,4,4,4,0,1
SEQ_055251,4,1,1,3,4,3,0,0,0,4,0
SEQ_055254,1,3,3,2,3,2,2,3,3,2,4
SEQ_055261,2,0,2,2,3,2,3,4,4,3,4
SEQ_055268,4,2,0,4,4,4,4,4,4,0,1
SEQ_055271,2,0,4,2,3,2,2,2,4,3,4
SEQ_055279,3,4,3,2,3,3,2,2,3,4,4
SEQ_055287,0,2,2,1,2,3,2,2,2,2,3
SEQ_055289,2,4,3,2,2,2,2,1,3,3,4
SEQ_055297,3,3,3,3,2,3,3,2,3,2,3
SEQ_055303,4,2,2,2,1,2,1,1,2,1,2
SEQ_055306,3,1,1,0,0,1,0,0,1,0,1
SEQ_055308,3,0,0,4,0,4,4,0,0,4,1
SEQ_055309,3,0,0,4,0,4,4,0,0,4,1
SEQ_055310,1,2,1,1,1,2,1,1,1,2,1
SEQ_055321,4,2,4,1,1,2,1,1,2,1,2
SEQ_055323,0,1,0,0,0,1,0,0,0,0,0
SEQ_055339,4,2,1,4,0,4,4,1,1,0,1
SEQ_055341,4,0,0,3,2,4,3,3,4,3,0
SEQ_055346,3,3,3,3,2,3,3,2,3,2,3
SEQ_055351,3,1,3,3,4,3,3,3,0,4,0
SEQ_055371,3,1,0,3,4,3,4,0,0,4,0
SEQ_055376,4,2,4,1,1,2,1,1,2,1,2
SEQ_055377,0,2,2,0,0,1,1,1,1,0,1
SEQ_055388,2,3,3,2,2,2,2,1,2,3,4
SEQ_055391,4,2,0,0,0,1,0,0,0,1,0
SEQ_055396,3,0,0,4,0,1,0,0,0,0,1
SEQ_055405,1,4,4,1,2,1,2,3,3,2,3
SEQ_055413,0,0,0,0,4,0,4,4,0,4,0
SEQ_055419,4,4,4,4,3,4,3,3,4,3,4
SEQ_055429,2,4,4,3,3,3,3,3,4,2,0
SEQ_055430,0,2,2,0,0,1,1,1,1,0,1
SEQ_055442,2,0,0,0,4,0,4,4,0,4,0
SEQ_055453,0,2,2,1,2,1,1,1,2,1,3
SEQ_055456,4,0,0,0,4,0,4,4,0,4,0
SEQ_055465,0,3,2,0,1,0,0,4,2,1,2
SEQ_055471,0,0,0,0,4,0,4,4,0,4,0
SEQ_055474,2,3,2,2,2,3,2,2,2,3,2
SEQ_055481,0,1,4,4,4,0,4,4,3,0,3
SEQ_055505,2,4,4,2,2,2,3,3,3,2,3
SEQ_055508,3,0,0,3,3,4,4,4,4,3,4
SEQ_055512,2,4,4,3,4,4,4,4,4,4,0
SEQ_055517,0,2,2,4,0,4,1,1,1,0,1
SEQ_055526,1,3,3,1,1,3,2,2,2,1,2
SEQ_055528,2,3,4,1,2,2,1,1,2,3,4
SEQ_055530,1,4,3,2,3,4,3,3,4,3,4
SEQ_055538,0,3,2,2,2,3,2,2,3,2,3
SEQ_055541,2,3,3,2,2,2,2,1,2,3,4
SEQ_055542,1,2,2,1,1,1,1,0,1,2,3
SEQ_055543,2,2,2,2,1,2,1,1,2,1,2
SEQ_055566,3,4,4,4,3,3,2,2,3,4,0
SEQ_055570,3,0,0,4,0,1,0,0,0,0,1
SEQ_055581,0,2,2,1,2,3,2,2,2,2,3
SEQ_055588,0,3,2,0,1,0,0,4,2,1,2
SEQ_055593,3,1,1,0,0,1,0,0,1,0,1
SEQ_055608,4,0,0,3,2,4,3,3,4,3,0
SEQ_055611,4,2,0,4,4,4,4,4,4,0,1
SEQ_055613,0,1,1,4,0,0,4,4,0,1,2
SEQ_055615,4,2,0,0,0,1,0,0,0,1,0
SEQ_055621,3,3,3,3,0,3,3,3,3,4,3
SEQ_055657,4,2,2,2,1,2,1,1,2,1,2
SEQ_055663,1,3,3,2,3,2,2,3,3,2,4
SEQ_055669,2,0,4,2,3,2,2,2,4,3,4
SEQ_055673,1,4,3,1,2,1,1,4,3,2,3
SEQ_055689,0,1,0,0,0,1,0,0,0,0,0
SEQ_055691,2,3,2,2,2,3,2,2,2,3,2
SEQ_055696,3,1,1,0,0,1,0,0,1,0,1
SEQ_055700,1,4,3,1,2,1,1,4,3,2,3
SEQ_055703,0,2,2,1,2,1,1,1,2,1,3
SEQ_055706,3,3,3,3,0,3,3,3,3,4,3
SEQ_055724,4,1,1,0,1,0,0,1,1,1,2
SEQ_055745,0,1,0,0,0,1,0,0,0,0,0
SEQ_055754,2,4,3,2,2,2,2,1,3,3,4
SEQ_055755,3,0,0,4,4,4,4,4,0,3,4
SEQ_055756,4,1,1,0,1,0,0,0,1,0,2
SEQ_055771,4,2,4,1,1,2,1,1,2,1,2
SEQ_055776,2,0,4,3,4,0,4,4,2,4,0
SEQ_055778,2,0,2,2,3,2,3,4,4,3,4
SEQ_055785,2,2,2,2,1,2,1,1,2,1,2
SEQ_055795,0,1,4,4,4,0,4,4,3,0,3
SEQ_055803,0,3,3,3,2,3,2,2,3,2,3
SEQ_055804,3,4,4,4,3,3,2,2,3,4,0
SEQ_055809,0,0,0,0,4,0,0,0,0,4,0
SEQ_055814,0,2,2,0,0,1,1,1,1,0,1
SEQ_055828,2,4,4,3,4,4,4,4,4,4,0
SEQ_055839,1,3,1,1,1,0,1,1,1,1,1
SEQ_055841,0,2,2,4,0,4,1,1,1,0,1
SEQ_055845,1,1,1,1,0,1,1,3,1,0,1
SEQ_055846,1,2,1,1,1,2,1,1,1,2,1
SEQ_055859,1,4,4,4,3,4,3,3,4,3,4
SEQ_055862,0,0,0,0,4,0,0,0,0,4,0
SEQ_055869,1,1,1,1,0,1,1,3,1,0,1
SEQ_055887,2,3,2,2,2,3,2,2,2,3,2
SEQ_055892,4,0,0,4,4,4,4,3,4,0,1
SEQ_055900,2,3,4,1,2,2,1,1,2,3,4
SEQ_055909,4,0,0,3,4,4,3,3,4,0,1
SEQ_055920,1,3,3,2,3,2,3,3,3,3,4
SEQ_055925,4,1,1,4,4,0,0,0,0,4,2
SEQ_055930,2,4,4,3,4,4,4,4,4,4,0
SEQ_055950,3,1,0,3,4,3,4,0,0,4,0
SEQ_055964,3,4,3,2,3,3,2,2,3,4,4
SEQ_055977,0,1,1,0,0,0,0,4,0,1,2
SEQ_055987,3,0,0,4,0,4,4,0,0,4,1
SEQ_055993,0,1,4,4,4,0,4,4,3,0,3
SEQ_055996,4,4,4,4,3,4,4,4,4,3,4
SEQ_056013,4,4,4,4,3,4,4,4,4,3,4
SEQ_056036,1,1,1,1,1,1,1,1,1,1,1
SEQ_056037,3,1,1,0,0,1,0,0,1,0,1
SEQ_056041,4,2,0,4,4,4,4,4,4,0,1
SEQ_056045,2,4,4,3,4,3,3,4,4,3,0
SEQ_056047,0,3,2,0,1,0,0,4,2,1,2
SEQ_056054,3,3,3,3,2,3,2,2,3,2,3
SEQ_056070,3,4,4,4,3,3,2,2,3,4,0
SEQ_056071,3,3,3,3,2,3,3,2,3,2,3
SEQ_056074,1,4,4,4,3,4,3,3,4,3,4
SEQ_056082,4,1,1,4,4,0,0,0,0,4,2
SEQ_056086,2,3,2,2,2,3,2,2,2,3,2
SEQ_056087,3,0,0,4,4,4,4,4,0,3,4
SEQ_056096,2,4,4,3,3,3,3,3,4,2,0
SEQ_056102,3,1,3,3,4,3,3,3,0,4,0
SEQ_056108,0,2,2,1,2,1,1,1,2,1,3
SEQ_056110,3,4,4,4,3,4,3,3,4,3,4
SEQ_056124,0,2,2,4,0,4,1,1,1,0,1
SEQ_056143,3,4,4,4,3,3,2,2,3,4,0
SEQ_056150,0,3,3,3,2,3,2,2,3,2,3
SEQ_056164,2,4,4,2,2,2,3,3,3,2,3
SEQ_056166,2,2,2,2,2,2,2,2,2,2,2
SEQ_056178,2,4,4,3,3,3,3,3,4,2,0
SEQ_056179,0,3,2,2,2,3,2,2,3,2,3
SEQ_056188,1,2,1,1,1,2,1,1,1,2,1
SEQ_056193,4,2,0,4,4,4,4,4,4,0,1
SEQ_056205,0,3,2,2,2,3,2,2,3,2,3
SEQ_056212,4,1,1,3,4,3,0,0,0,4,0
SEQ_056222,4,1,1,4,4,0,0,0,0,4,2
SEQ_056225,2,3,3,2,2,2,2,1,2,3,4
SEQ_056233,2,0,4,2,3,2,2,2,4,3,4
SEQ_056234,0,3,2,2,2,3,2,2,3,2,3
SEQ_056235,3,0,0,4,0,4,0,0,0,0,1
SEQ_056246,4,4,4,4,3,4,3,3,4,3,4
SEQ_056247,1,4,4,4,3,4,3,3,4,3,4
SEQ_056250,0,3,3,3,2,3,2,2,3,2,3
SEQ_056255,2,0,2,2,3,2,3,4,4,3,4
SEQ_056266,0,1,1,1,0,1,0,0,1,0,1
